1chr_position	sample3	sample1	sample4	sample2
chr20,52355849,52356910	0.400	0.603	0.458	0.250
chr20,9518861,9519892	0.652	0.920	0.983	0.522
chr20,13088122,13089687	0.967	0.970	0.833	0.947
chr20,54755474,54756218	0.455	0.741	0.590	0.923
chr20,46118874,46119545	0.697	NA	0.932	NA
chr20,40721846,40722303	0.429	NA	1.000	0.154
chr20,38629311,38630125	1.000	0.773	0.929	1.000
chr20,6472928,6476840	0.796	0.796	0.908	0.902
chr20,14677518,14679712	0.727	0.780	0.875	0.210
chr20,36979247,36979830	0.850	0.737	0.780	0.406
chr20,38049721,38052630	0.767	0.462	0.747	0.670
chr20,10795681,10798148	0.913	0.852	0.846	0.995
chr20,19191376,19192300	0.714	0.906	0.710	0.292
chr20,14924476,14926787	0.771	0.828	0.768	1.000
chr20,59432737,59433990	0.862	0.735	0.310	0.804
chr20,33563936,33564149	0.833	0.976	0.913	0.725
chr20,49252423,49252648	NA	0.839	0.079	0.000
chr20,13245635,13246522	NA	0.900	0.889	0.455
chr20,54786864,54788264	0.194	0.630	0.420	0.706
chr20,35734334,35734824	0.455	1.000	0.971	1.000
chr20,40706957,40708076	0.963	0.926	0.954	0.455
chr20,36016412,36016536	0.882	0.308	NA	NA
chr20,37653565,37654099	0.909	0.920	0.756	1.000
chr20,4743439,4743710	NA	0.643	NA	1.000
chr20,32192246,32193726	0.700	0.724	0.629	0.258
chr20,2301696,2302220	NA	0.188	1.000	0.400
chr20,59606869,59607721	0.647	1.000	0.632	0.475
chr20,62902099,62902915	0.852	0.500	0.947	0.000
chr20,54737900,54738221	0.800	1.000	0.857	1.000
chr20,31497920,31499090	0.750	0.866	0.925	0.400
chr20,37261802,37263014	0.759	0.920	0.469	0.289
chr20,43416131,43416573	0.867	0.050	0.800	1.000
chr20,13941177,13942414	0.316	0.833	0.389	0.455
chr20,48926734,48927067	0.784	1.000	0.973	1.000
chr20,41759412,41761163	0.613	0.857	0.730	0.389
chr20,2297037,2297516	0.938	0.938	0.160	0.238
chr20,49154927,49155851	0.208	0.783	0.630	0.206
chr20,19949510,19951106	0.864	0.972	0.952	0.500
chr20,40458815,40459895	0.714	0.308	0.273	0.000
chr20,43776275,43776464	1.000	0.667	NA	0.476
chr20,22766401,22767362	0.697	0.812	0.840	0.985
chr20,5645634,5645718	NA	NA	0.583	1.000
chr20,37663873,37665105	1.000	0.955	0.926	0.706
chr20,32358798,32359806	0.826	1.000	1.000	1.000
chr20,590069,590299	0.171	0.756	0.053	0.211
chr20,40744900,40745404	0.933	0.938	0.581	NA
chr20,19025304,19027946	0.967	0.857	0.735	0.732
chr20,56094508,56097006	0.947	0.802	0.884	0.934
chr20,43267411,43267602	0.979	0.667	NA	NA
chr20,54149350,54151243	NA	NA	0.657	1.000
chr20,48097448,48098818	0.932	0.907	0.859	0.667
chr20,13548087,13548824	0.750	0.160	0.500	0.769
chr20,48184804,48184922	0.000	0.250	0.000	0.000
chr20,54363129,54365198	0.929	0.545	0.571	NA
chr20,60601481,60602402	0.901	0.556	0.794	0.808
chr20,40635737,40636499	0.500	0.821	0.810	1.000
chr20,16610282,16610380	0.933	NA	NA	0.000
chr20,60313489,60313847	NA	0.077	0.812	NA
chr20,37842264,37844378	0.803	0.829	0.538	1.000
chr20,15405024,15405687	0.875	0.562	0.941	0.410
chr20,45650816,45651096	0.917	0.173	0.769	NA
chr20,34676128,34677366	0.886	0.959	0.839	0.667
chr20,57745812,57746256	0.800	0.045	0.750	NA
chr20,43105226,43105514	0.565	0.545	0.891	0.667
chr20,43501039,43502339	0.133	0.896	0.865	1.000
chr20,45546675,45546754	1.000	0.000	0.846	0.714
chr20,40861022,40862225	0.194	0.588	0.600	1.000
chr20,59162408,59164993	0.651	0.789	0.639	1.000
chr20,62660474,62660876	NA	0.765	0.789	0.143
chr20,45479255,45479381	0.421	0.500	0.611	0.796
chr20,8222316,8223290	0.750	1.000	0.971	NA
chr20,44451326,44452665	0.403	0.658	0.310	0.491
chr20,59891322,59891951	0.991	0.891	0.964	1.000
chr20,31905593,31907092	0.774	0.613	0.857	0.615
chr20,38683466,38687511	0.787	0.968	0.800	0.500
chr20,7287062,7288177	1.000	0.901	0.787	0.417
chr20,280299,281019	NA	0.643	0.700	0.152
chr20,20629211,20629386	1.000	0.102	NA	NA
chr20,45476386,45476893	1.000	1.000	0.526	0.615
chr20,39316812,39316883	NA	0.000	0.000	0.176
chr20,18850020,18853479	0.957	0.794	0.786	1.000
chr20,20482022,20483465	0.841	0.949	0.976	0.817
chr20,19147342,19149901	0.640	0.947	0.951	0.976
chr20,18457130,18458399	1.000	1.000	1.000	0.759
chr20,62702418,62703754	0.930	0.774	0.917	1.000
chr20,50035934,50037225	0.476	0.680	0.927	0.645
chr20,19932583,19933485	0.841	0.972	0.641	0.630
chr20,540565,541009	0.958	0.692	0.500	1.000
chr20,18414914,18415142	1.000	NA	0.917	0.500
chr20,56180371,56180718	0.769	0.412	0.818	0.300
chr20,7070057,7072353	0.947	0.751	0.793	0.923
chr20,60247294,60247555	1.000	0.906	0.786	0.750
chr20,17598354,17598738	NA	0.923	1.000	0.500
chr20,42415773,42416694	0.526	0.880	0.884	1.000
chr20,60251618,60252201	0.667	1.000	0.692	NA
chr20,42004509,42005223	0.815	0.795	0.323	0.924
chr20,33746361,33746408	NA	0.500	0.846	1.000
chr20,29950406,29951939	0.678	0.811	0.562	0.786
chr20,52821971,52822646	0.968	0.769	0.658	0.462
chr20,47628493,47628624	0.618	0.917	NA	1.000
chr20,57374702,57375382	0.296	0.640	0.811	0.800
chr20,55995285,55995936	0.933	0.912	0.852	0.643
chr20,37585682,37586840	1.000	0.955	0.972	0.655
chr20,34541601,34542333	0.000	0.172	0.000	0.080
chr20,46718519,46719122	0.846	0.722	0.852	0.421
chr20,34682319,34683517	0.903	0.682	0.931	0.540
chr20,54176275,54179383	0.609	0.651	0.928	0.774
chr20,61519388,61520146	0.702	0.974	0.940	NA
chr20,50982028,50982605	NA	0.926	0.933	0.556
chr20,18345181,18345819	NA	0.260	0.828	0.786
chr20,45546162,45546270	0.682	1.000	0.727	NA
chr20,58170237,58170837	0.905	0.729	0.911	0.636
chr20,36742021,36743004	0.342	0.333	0.079	0.000
chr20,2193773,2194015	0.467	0.146	0.571	0.721
chr20,31024958,31025301	0.821	1.000	NA	NA
chr20,16907015,16911550	0.894	0.776	0.735	0.600
chr20,23125091,23125802	1.000	0.677	0.844	0.500
chr20,52930538,52930891	0.850	0.571	0.914	0.845
chr20,20268896,20268968	NA	0.227	0.533	0.926
chr20,32253932,32254902	0.000	0.284	0.062	0.309
chr20,30268345,30269555	0.841	0.830	0.980	0.750
chr20,21617674,21619249	0.629	0.857	0.792	0.928
chr20,6814440,6816150	0.976	0.908	0.811	1.000
chr20,19670395,19671283	0.972	0.900	0.450	0.583
chr20,62820369,62821030	0.723	0.378	0.562	0.500
chr20,15014563,15018235	0.765	0.532	0.867	0.395
chr20,45692968,45693657	0.857	0.919	0.840	0.615
chr20,58679340,58680828	0.478	0.642	0.468	1.000
chr20,24643882,24644320	1.000	1.000	0.821	1.000
chr20,49435407,49435996	NA	0.994	0.947	0.667
chr20,49151841,49152077	0.938	1.000	1.000	0.500
chr20,44393539,44395120	0.696	0.822	0.898	0.250
chr20,1482166,1485046	0.547	0.466	0.138	0.538
chr20,37228304,37232464	0.643	0.369	0.657	0.160
chr20,49192386,49192860	NA	0.346	0.120	0.800
chr20,3741679,3742106	0.692	0.455	0.343	0.914
chr20,50802139,50802548	0.960	0.968	1.000	0.194
chr20,34024961,34025171	1.000	0.692	NA	NA
chr20,34315599,34316684	1.000	0.914	0.906	0.588
chr20,6864335,6865877	0.600	0.522	0.417	0.167
chr20,17795762,17797050	0.700	0.750	0.953	0.680
chr20,46043484,46044458	0.588	0.444	0.768	0.097
chr20,58338277,58340002	0.784	0.786	0.835	1.000
chr20,21098034,21101720	0.951	0.959	0.847	0.759
chr20,1376425,1377283	0.700	0.800	0.220	1.000
chr20,10659329,10660023	0.958	1.000	0.360	0.975
chr20,48898986,48899719	0.080	0.286	0.340	0.944
chr20,11379284,11383325	0.765	0.956	0.756	0.951
chr20,51345981,51346067	NA	0.550	0.882	0.846
chr20,22111517,22114543	0.844	0.946	0.978	0.818
chr20,55311679,55312084	0.125	0.488	0.208	0.250
chr20,49636513,49636968	0.769	0.516	0.922	NA
chr20,5803243,5803788	0.281	0.647	0.820	NA
chr20,57087815,57088617	0.056	0.866	0.537	0.794
chr20,10413946,10414015	0.500	0.998	NA	0.714
chr20,38633649,38636000	0.657	0.500	0.123	0.688
chr20,5533715,5535247	0.906	0.970	0.981	0.800
chr20,8202837,8207003	0.914	0.981	0.865	0.847
chr20,34536331,34536863	0.600	0.792	0.981	0.737
chr20,49267339,49268505	0.926	0.914	0.769	1.000
chr20,50483438,50484295	0.733	0.962	0.906	NA
chr20,57682765,57683535	NA	0.963	0.958	0.807
chr20,61560676,61561362	0.526	0.121	0.032	0.303
chr20,48526444,48526742	NA	0.881	0.733	1.000
chr20,14927469,14927874	0.759	0.860	0.833	1.000
chr20,18781193,18781381	1.000	NA	NA	0.333
chr20,57493579,57494573	0.805	0.583	0.160	0.700
chr20,32843774,32844006	0.556	NA	1.000	0.667
chr20,48427346,48428387	0.810	0.682	0.804	1.000
chr20,42578686,42579884	0.278	0.267	0.163	0.012
chr20,57901919,57903315	0.806	0.848	0.821	0.231
chr20,3061915,3062970	0.308	0.675	0.294	0.476
chr20,51436578,51439314	1.000	0.889	0.717	0.970
chr20,30791924,30795297	0.192	0.360	0.455	0.092
chr20,48826978,48828649	0.059	0.500	0.891	0.294
chr20,6470307,6470609	0.400	0.844	0.357	NA
chr20,37963783,37964897	0.861	0.792	0.579	0.909
chr20,60718134,60718326	0.000	0.000	0.428	NA
chr20,33728718,33729281	NA	0.079	0.692	NA
chr20,15350774,15356608	0.732	0.597	0.952	0.767
chr20,48774406,48775173	1.000	0.899	0.951	1.000
chr20,16075670,16078802	0.847	0.912	0.938	0.763
chr20,48333152,48333484	NA	0.391	0.917	1.000
chr20,53842857,53842961	0.429	NA	NA	1.000
chr20,42657697,42658179	0.184	0.514	0.128	0.533
chr20,50825578,50826679	0.794	0.870	0.339	0.765
chr20,4406373,4408963	0.826	0.670	0.847	0.219
chr20,55256591,55257928	0.589	0.985	0.842	1.000
chr20,10280363,10281063	0.889	NA	0.537	1.000
chr20,19244944,19245138	0.700	1.000	0.964	NA
chr20,34858104,34858275	1.000	0.593	0.900	1.000
chr20,7120924,7122600	0.917	0.881	0.610	0.976
chr20,46532514,46532854	0.882	0.882	0.867	0.722
chr20,9042872,9043380	0.379	0.375	1.000	NA
chr20,52308811,52310259	0.103	0.506	0.399	0.515
chr20,56946558,56947316	NA	0.955	0.570	0.844
chr20,6861299,6862978	NA	0.714	0.792	0.980
chr20,24374624,24375897	0.963	0.793	0.767	0.243
chr20,56100519,56101064	0.409	0.079	0.375	NA
chr20,58091251,58091548	0.800	0.989	0.703	0.808
chr20,60782038,60782591	0.851	0.955	0.963	0.652
chr20,46337958,46338372	0.357	0.917	0.500	0.824
chr20,21341199,21342968	0.806	NA	0.265	0.364
chr20,57098399,57099089	0.826	0.700	0.450	NA
chr20,56962513,56963840	0.868	0.522	0.799	0.350
chr20,60209413,60209977	1.000	0.966	0.891	1.000
chr20,16245288,16245825	NA	1.000	0.906	0.333
chr20,38766235,38768371	1.000	0.871	0.943	0.371
chr20,17357735,17360006	0.887	0.902	0.958	0.767
chr20,24663784,24665401	0.455	0.586	0.380	0.700
chr20,26131120,26132792	0.308	0.562	0.512	0.364
chr20,44074471,44075379	0.757	0.762	0.467	0.600
chr20,38419922,38420263	NA	0.917	0.326	NA
chr20,49714753,49715608	0.385	0.086	0.238	0.773
chr20,2295052,2295582	0.913	0.647	0.364	NA
chr20,60781520,60781949	0.926	0.920	0.861	0.491
chr20,49142205,49143198	0.773	1.000	0.933	1.000
chr20,23209458,23210008	NA	0.900	0.870	0.059
chr20,15937503,15937711	1.000	NA	1.000	0.636
chr20,35291633,35292373	0.105	0.917	0.500	0.407
chr20,19499339,19500668	0.333	0.785	0.984	0.784
chr20,16787697,16788387	NA	0.095	0.435	0.897
chr20,11821090,11822043	NA	0.923	0.500	0.765
chr20,37540280,37541373	0.929	0.923	0.880	0.368
chr20,35276502,35277197	NA	0.300	0.833	NA
chr20,15403930,15404798	0.896	0.500	0.556	0.462
chr20,30302269,30302990	0.974	1.000	0.861	1.000
chr20,33788275,33788745	0.667	1.000	1.000	1.000
chr20,22471035,22471186	NA	0.306	0.714	1.000
chr20,17435475,17436486	0.727	0.904	0.714	1.000
chr20,62550224,62550466	0.526	0.789	1.000	0.889
chr20,22162374,22163034	0.850	0.864	0.941	0.614
chr20,53286682,53286930	0.395	0.833	NA	NA
chr20,20483637,20485327	0.944	0.890	0.681	0.695
chr20,55669100,55669398	0.667	0.958	0.185	NA
chr20,15260883,15265649	0.759	0.928	0.927	0.782
chr20,62510364,62510909	0.636	0.846	0.957	1.000
chr20,44034991,44035194	0.000	0.000	0.000	0.086
chr20,50831919,50833191	0.850	0.800	0.294	0.857
chr20,21847692,21848875	0.960	0.882	0.625	1.000
chr20,12610699,12613256	0.692	0.800	0.961	0.640
chr20,3933820,3934271	0.889	0.955	1.000	0.550
chr20,26029912,26033205	0.892	0.577	0.714	0.286
chr20,31730576,31732795	0.833	0.553	0.862	0.429
chr20,5437905,5439389	0.636	0.833	0.549	0.805
chr20,22381893,22382080	0.929	NA	0.400	NA
chr20,15966347,15967419	0.429	0.707	0.969	0.708
chr20,11588942,11589378	NA	0.159	0.625	1.000
chr20,30900270,30900712	0.774	0.968	0.923	0.949
chr20,25072021,25072673	0.409	1.000	0.789	0.250
chr20,47704721,47706087	0.778	1.000	1.000	0.650
chr20,62773836,62774536	NA	0.736	0.252	0.290
chr20,61171842,61172019	0.944	0.951	0.750	1.000
chr20,13358668,13362678	0.763	0.820	0.933	0.098
chr20,5663742,5665403	0.933	0.955	0.938	0.996
chr20,7742773,7744591	0.789	0.622	0.500	1.000
chr20,53262699,53263678	NA	0.611	NA	0.000
chr20,62645958,62646189	0.759	0.966	0.991	1.000
chr20,62193472,62193797	0.947	0.935	0.981	0.350
chr20,21376509,21377366	0.000	0.172	0.244	0.449
chr20,6359281,6361306	0.967	0.273	0.656	0.717
chr20,8108597,8108887	NA	0.417	0.714	1.000
chr20,55422856,55423665	0.733	0.914	0.709	0.679
chr20,25039089,25039480	0.111	0.000	0.000	0.083
chr20,36405993,36406252	0.952	0.529	0.950	NA
chr20,14858726,14859776	0.756	0.426	NA	1.000
chr20,43424741,43425839	1.000	0.941	0.222	NA
chr20,53580811,53583394	0.611	0.882	0.885	0.357
chr20,7265744,7267768	0.739	0.506	0.309	0.500
chr20,17628779,17629174	0.409	0.190	0.540	0.267
chr20,33087353,33088362	0.526	0.938	0.984	0.545
chr20,598090,598564	1.000	NA	0.750	0.467
chr20,16312143,16314289	0.730	0.796	0.978	0.840
chr20,35102061,35103644	0.750	0.976	0.750	0.667
chr20,6908283,6911398	1.000	0.901	0.628	0.630
chr20,50326827,50327624	NA	0.930	0.841	0.999
chr20,38818715,38819201	0.571	NA	0.938	0.667
chr20,56875592,56876045	1.000	1.000	0.955	0.706
chr20,21779028,21779385	1.000	0.273	NA	NA
chr20,19921394,19921712	1.000	0.256	NA	NA
chr20,51469892,51470888	0.806	0.600	0.808	1.000
chr20,31472058,31472434	0.455	0.989	NA	NA
chr20,31817711,31818896	0.533	0.400	0.371	1.000
chr20,4316271,4317687	0.923	0.789	1.000	0.471
chr20,19213865,19214085	NA	0.095	0.100	0.667
chr20,54237539,54240006	0.906	0.703	0.796	0.573
chr20,16550484,16551094	1.000	0.217	0.786	0.600
chr20,43373727,43374085	0.000	NA	NA	0.333
chr20,48736517,48738337	0.762	0.562	0.771	0.289
chr20,38223032,38224014	1.000	0.889	0.611	NA
chr20,35584017,35584420	0.733	0.955	0.824	0.364
chr20,39974049,39974483	NA	0.857	0.730	1.000
chr20,3817915,3818107	NA	NA	1.000	0.815
chr20,20205256,20206205	0.931	0.885	0.306	0.551
chr20,11691313,11694470	0.750	0.844	0.886	0.625
chr20,52796723,52799129	0.672	0.914	0.781	0.830
chr20,44584388,44584935	0.450	0.786	0.951	0.800
chr20,11992734,11993300	0.091	0.457	0.095	NA
chr20,4466953,4467256	NA	0.167	NA	1.000
chr20,56039935,56040719	0.923	0.918	0.578	NA
chr20,18770596,18771443	0.957	0.880	0.302	0.622
chr20,30821088,30821273	1.000	NA	0.947	0.818
chr20,15521558,15522855	0.875	0.760	0.159	0.745
chr20,37892891,37894155	0.773	0.250	0.440	0.737
chr20,16959146,16960950	0.970	0.523	0.826	0.875
chr20,39256102,39257295	1.000	0.750	0.692	1.000
chr20,31516102,31517454	0.915	0.720	0.605	0.667
chr20,8612944,8617142	0.967	0.927	0.946	1.000
chr20,60555135,60555844	0.753	0.990	0.841	1.000
chr20,2652011,2653794	0.860	0.690	0.723	0.304
chr20,47344220,47344927	1.000	0.905	0.600	NA
chr20,49924115,49924970	0.957	0.993	0.765	0.577
chr20,1917458,1918152	1.000	0.648	0.944	1.000
chr20,7948513,7950773	0.705	0.923	0.600	1.000
chr20,3640603,3641225	NA	0.615	NA	0.043
chr20,14017633,14018268	0.381	NA	0.909	0.895
chr20,45324666,45325726	0.500	0.719	0.324	1.000
chr20,13585221,13586289	0.923	0.826	0.162	1.000
chr20,33595981,33596699	0.833	0.933	0.978	0.759
chr20,32864558,32866957	1.000	1.000	0.937	0.867
chr20,57463998,57465372	0.762	0.199	0.703	0.550
chr20,33620303,33622295	0.731	0.910	0.962	0.380
chr20,3537119,3540076	0.667	0.449	0.667	0.684
chr20,58958104,58958761	0.889	0.154	1.000	1.000
chr20,60248976,60249539	1.000	0.636	0.984	NA
chr20,12169188,12172432	0.878	0.714	0.852	0.500
chr20,17414203,17414907	NA	0.973	0.636	NA
chr20,15001681,15004474	0.296	0.422	0.723	0.733
chr20,1880340,1880964	0.568	0.875	0.900	0.739
chr20,39320660,39320846	0.200	0.000	0.000	0.000
chr20,56649241,56650434	0.400	0.576	0.368	0.737
chr20,26257556,26257857	0.000	0.205	0.327	0.200
chr20,52613125,52616467	0.869	0.878	0.823	0.672
chr20,26039473,26039652	0.769	0.573	0.584	0.519
chr20,48568185,48569025	0.947	0.967	0.596	0.707
chr20,37761463,37763011	NA	0.679	0.732	1.000
chr20,60872832,60873799	1.000	0.859	0.977	0.667
chr20,30329739,30332026	0.949	0.986	0.870	0.836
chr20,42456362,42458145	0.730	0.897	0.911	0.571
chr20,18755423,18756350	1.000	NA	0.692	1.000
chr20,18653569,18653736	0.923	1.000	0.398	NA
chr20,24960606,24961130	0.788	0.517	0.121	0.182
chr20,48659895,48662060	0.857	0.873	0.885	0.607
chr20,51707397,51708170	0.655	0.704	0.960	1.000
chr20,53124463,53124981	NA	0.692	0.867	0.231
chr20,19128151,19128981	1.000	0.921	1.000	0.720
chr20,3253496,3254109	1.000	1.000	0.933	NA
chr20,17915116,17915834	NA	0.917	0.141	1.000
chr20,11914134,11917117	0.882	0.911	0.481	0.280
chr20,62539752,62541422	0.726	0.774	0.562	0.219
chr20,1921261,1921919	0.938	0.923	0.500	0.882
chr20,52651072,52651810	0.968	0.943	0.842	0.731
chr20,60025599,60025796	1.000	0.941	0.900	0.657
chr20,56798446,56800606	0.863	0.832	0.753	0.562
chr20,26313859,26314743	0.457	0.276	0.559	0.571
chr20,17781562,17784722	0.739	0.887	0.865	0.619
chr20,26049518,26050748	0.693	0.685	0.701	0.467
chr20,26271639,26273981	0.662	0.730	0.479	0.709
chr20,3218174,3218586	0.839	0.941	0.640	NA
chr20,38653033,38653792	1.000	0.980	0.742	0.900
chr20,57430671,57430841	0.186	0.500	0.778	0.512
chr20,37855985,37856676	0.613	0.972	0.667	0.943
chr20,61652217,61652560	1.000	0.636	0.857	0.828
chr20,36777852,36778626	1.000	0.600	0.786	1.000
chr20,32250618,32251283	0.846	0.175	0.545	NA
chr20,56603103,56606992	0.894	0.963	0.819	0.900
chr20,23104742,23104828	NA	NA	0.583	1.000
chr20,62835353,62836486	0.980	0.881	0.918	0.312
chr20,40969382,40970207	0.889	0.966	0.632	0.975
chr20,60759595,60759681	NA	1.000	NA	0.500
chr20,60280614,60280878	NA	0.867	0.867	0.250
chr20,50782165,50783731	1.000	0.897	1.000	0.750
chr20,5096858,5097912	1.000	0.553	0.824	0.609
chr20,19207758,19207878	1.000	0.634	0.947	NA
chr20,46134376,46138152	0.906	0.974	0.962	0.690
chr20,50088095,50088333	1.000	0.941	NA	0.714
chr20,9899603,9900183	0.545	0.314	0.909	0.500
chr20,61536246,61536303	0.273	NA	NA	1.000
chr20,4032270,4034957	0.646	0.756	0.906	0.608
chr20,24160278,24161374	0.750	0.316	0.750	1.000
chr20,33840927,33843047	0.900	0.920	0.950	0.772
chr20,19951658,19952332	0.652	0.562	0.071	0.517
chr20,19242359,19242408	NA	NA	0.538	1.000
chr20,17293383,17295220	1.000	0.795	0.721	0.643
chr20,21070785,21071591	0.337	0.680	0.515	0.409
chr20,38398851,38402073	0.589	0.837	0.773	0.719
chr20,55362684,55362941	0.842	0.733	0.733	0.357
chr20,56526404,56529139	0.797	0.791	0.755	0.511
chr20,22152741,22154980	0.805	0.691	0.928	0.700
chr20,4776546,4777739	0.811	0.750	0.853	0.978
chr20,33102701,33104146	0.083	0.181	0.080	0.019
chr20,40115666,40116647	1.000	0.973	0.860	1.000
chr20,44873263,44875140	0.966	0.897	0.885	0.989
chr20,61929984,61930447	0.909	0.745	0.897	0.819
chr20,17751175,17752149	1.000	0.944	0.714	0.885
chr20,18219055,18220400	0.389	0.978	0.879	0.364
chr20,40454851,40455755	NA	0.690	0.565	0.971
chr20,24942330,24942671	0.474	0.967	0.833	NA
chr20,57700181,57700660	0.977	0.773	0.953	1.000
chr20,62315894,62316680	NA	0.867	0.797	0.486
chr20,21797863,21799476	0.811	0.676	0.598	0.886
chr20,55470875,55472357	0.833	0.955	0.945	1.000
chr20,20552090,20555449	0.908	0.827	0.972	0.890
chr20,18446328,18447165	0.697	0.250	0.200	NA
chr20,48229648,48230142	NA	1.000	0.947	1.000
chr20,25200658,25201144	0.520	0.533	0.333	1.000
chr20,35856856,35857682	0.975	0.818	0.533	0.871
chr20,9523521,9525974	0.933	0.929	0.575	0.154
chr20,44748568,44750271	1.000	0.973	0.783	0.476
chr20,48894251,48895193	0.676	0.967	0.472	0.556
chr20,47621275,47621780	0.880	0.412	NA	0.273
chr20,35228031,35230533	0.562	0.613	0.675	0.233
chr20,62244405,62244902	NA	0.357	0.182	0.659
chr20,59065533,59067250	0.435	0.588	0.862	0.978
chr20,13980725,13982024	0.545	0.400	0.881	0.393
chr20,36189207,36189653	0.692	0.923	1.000	1.000
chr20,45142574,45142891	0.524	0.088	0.417	0.000
chr20,60648383,60651804	0.948	0.964	0.949	0.636
chr20,33412995,33413549	0.045	0.000	0.013	0.281
chr20,57279061,57279235	1.000	0.821	1.000	1.000
chr20,8573818,8575935	0.844	0.984	0.811	1.000
chr20,9343011,9343785	0.879	0.296	0.929	0.909
chr20,15879022,15880775	0.758	0.976	0.667	1.000
chr20,61545451,61545744	1.000	1.000	0.783	1.000
chr20,48365465,48367412	0.951	0.904	0.707	0.706
chr20,24944908,24945705	0.720	0.921	0.960	0.704
chr20,52453396,52454813	0.894	0.909	0.875	0.730
chr20,18077780,18079384	0.859	0.886	0.869	0.290
chr20,20840967,20841779	0.812	0.300	0.250	0.296
chr20,45461208,45462472	0.935	0.872	0.965	0.718
chr20,23514875,23515258	NA	NA	1.000	0.381
chr20,17651485,17652348	NA	0.714	0.929	1.000
chr20,41833946,41834756	1.000	0.423	0.706	0.333
chr20,56845778,56845960	0.852	0.793	1.000	NA
chr20,35315486,35316944	0.921	1.000	0.767	0.585
chr20,43709884,43710717	0.774	0.947	1.000	0.806
chr20,52360196,52360516	1.000	0.921	0.920	0.683
chr20,3273136,3273195	NA	0.789	1.000	1.000
chr20,7127577,7128065	1.000	0.684	0.519	NA
chr20,62036564,62036976	NA	0.263	0.764	0.667
chr20,62854952,62855982	0.750	0.722	0.714	0.913
chr20,23006221,23006806	0.324	0.694	0.346	1.000
chr20,24933466,24934412	NA	0.868	0.606	0.938
chr20,37460943,37462591	0.925	0.879	0.930	0.994
chr20,22464046,22464401	0.455	0.756	0.571	0.273
chr20,51071606,51072330	0.944	NA	0.500	NA
chr20,57812827,57813018	0.269	NA	0.925	0.667
chr20,20971678,20972696	0.391	0.789	0.872	NA
chr20,22292640,22292878	0.667	0.675	0.957	1.000
chr20,47094903,47097683	0.321	0.844	0.688	0.523
chr20,39860918,39861385	NA	0.099	0.150	0.810
chr20,46928730,46928974	NA	1.000	0.822	0.917
chr20,39192171,39193821	1.000	0.735	0.231	0.721
chr20,60754437,60754713	0.561	NA	1.000	1.000
chr20,53748190,53749459	0.962	0.939	0.922	0.536
chr20,39805976,39807814	0.949	0.903	0.852	1.000
chr20,18514811,18514899	0.733	1.000	0.909	1.000
chr20,10958715,10961018	0.951	0.952	0.881	0.781
chr20,58355104,58355162	NA	0.357	1.000	NA
chr20,21223971,21224112	NA	0.238	NA	1.000
chr20,11864821,11867506	0.780	0.906	0.977	1.000
