1chr_position	sample4	sample3	sample1	sample2
chr19,46425081,46426904	0.697	0.708	0.806	1.000
chr19,2779631,2780563	0.914	0.711	0.983	0.878
chr19,49950653,49950702	1.000	NA	NA	0.600
chr19,13418754,13420100	0.888	0.918	0.969	0.806
chr19,42277547,42277750	0.766	0.111	0.381	0.500
chr19,1334737,1335456	0.964	1.000	0.814	0.564
chr19,4271455,4271772	1.000	0.893	NA	NA
chr19,15455098,15457355	0.887	0.825	0.948	1.000
chr19,8328820,8329335	0.708	NA	0.714	0.972
chr19,38920021,38920894	0.463	0.833	0.733	0.512
chr19,16384915,16386015	0.855	0.660	0.765	0.400
chr19,45943357,45943598	NA	0.052	0.471	NA
chr19,54704949,54705111	0.019	0.197	0.206	0.000
chr19,38273055,38273805	0.950	0.806	0.218	0.833
chr19,46154898,46155143	1.000	NA	0.333	NA
chr19,49549543,49549678	0.864	0.321	NA	NA
chr19,46861918,46864043	0.897	0.981	0.898	0.632
chr19,21892492,21893021	0.738	0.849	0.964	0.565
chr19,19961777,19962042	0.860	1.000	0.950	1.000
chr19,19247121,19247851	0.875	0.957	0.542	NA
chr19,49127155,49128057	0.507	0.115	0.215	0.082
chr19,46583262,46583408	1.000	0.654	NA	1.000
chr19,50137469,50137611	0.938	1.000	NA	0.786
chr19,40100648,40102439	0.542	1.000	0.337	1.000
chr19,47306232,47306458	0.148	NA	NA	0.793
chr19,6832592,6833208	0.885	NA	0.807	0.990
chr19,6401819,6402452	0.966	1.000	0.770	0.590
chr19,17523500,17524177	0.594	0.235	0.108	0.553
chr19,40623125,40626123	0.771	0.909	0.920	0.286
chr19,47304104,47304289	0.560	1.000	NA	1.000
chr19,48305684,48306893	0.605	0.800	0.893	0.167
chr19,28155573,28157890	0.673	0.506	0.649	0.824
chr19,44179676,44180406	0.478	0.411	0.206	0.167
chr19,52293027,52295689	0.869	0.861	0.968	0.804
chr19,14582298,14582493	0.909	1.000	0.000	1.000
chr19,52822683,52825653	0.885	0.824	0.974	0.976
chr19,27916474,27919395	0.538	0.321	0.795	0.297
chr19,11970265,11970478	0.923	1.000	NA	0.167
chr19,34483699,34485643	0.946	0.667	0.567	0.811
chr19,3069071,3070425	0.921	0.949	0.958	0.718
chr19,17559542,17560851	0.310	0.335	0.948	0.077
chr19,2345502,2345783	0.273	NA	NA	0.913
chr19,28794586,28799154	0.627	0.835	0.869	0.713
chr19,57268654,57269617	0.946	0.846	0.444	0.727
chr19,489979,490120	0.982	0.974	0.706	NA
chr19,5733032,5733700	0.821	0.941	0.623	0.912
chr19,15084090,15085146	0.483	1.000	0.706	0.654
chr19,31803928,31804764	0.870	1.000	0.892	0.577
chr19,58562011,58562685	0.861	1.000	0.993	1.000
chr19,54244318,54244809	0.795	NA	1.000	0.914
chr19,22801038,22801057	0.600	0.000	NA	NA
chr19,39126201,39127076	0.930	0.684	0.978	0.476
chr19,22621423,22622173	0.829	0.964	1.000	1.000
chr19,58545147,58545727	0.000	0.000	0.137	0.391
chr19,58343883,58343945	NA	1.000	0.556	NA
chr19,16956767,16956928	NA	NA	1.000	0.500
chr19,3873010,3874920	0.787	0.895	0.587	0.826
chr19,22857815,22860424	0.821	1.000	0.719	0.851
chr19,50751949,50751982	1.000	NA	NA	0.700
chr19,7536962,7537510	0.672	0.404	0.875	0.478
chr19,15702035,15702442	0.766	0.909	0.506	0.409
chr19,50306222,50306303	0.111	0.929	NA	1.000
chr19,48399938,48400672	0.750	0.286	0.800	NA
chr19,30382262,30382856	0.526	1.000	NA	NA
chr19,48047362,48047554	0.778	NA	0.872	1.000
chr19,49924220,49924626	0.000	NA	0.078	0.000
chr19,19922029,19924656	0.971	0.833	0.991	0.718
chr19,11594868,11595144	0.618	1.000	0.966	1.000
chr19,13450701,13450990	0.610	NA	0.500	0.894
chr19,5106886,5107711	0.920	0.971	0.879	0.500
chr19,38845047,38845230	NA	NA	1.000	0.615
chr19,29938760,29939554	0.765	1.000	0.778	NA
chr19,33374859,33375153	0.054	NA	NA	1.000
chr19,44824841,44825554	0.818	0.308	0.643	NA
chr19,21384163,21385777	0.435	0.838	0.911	0.592
chr19,19518731,19519223	0.828	0.871	0.984	0.478
chr19,51784339,51786544	0.705	1.000	0.740	0.197
chr19,29130049,29130845	0.940	0.632	0.815	NA
chr19,42216525,42218319	0.650	0.667	0.829	1.000
chr19,51828586,51829720	0.667	0.433	0.883	0.601
chr19,7989980,7990224	0.000	NA	0.231	NA
chr19,41939901,41940125	0.769	0.938	1.000	1.000
chr19,45663525,45664762	0.651	0.300	0.622	0.846
chr19,17966448,17966919	0.019	0.385	0.071	NA
chr19,13172775,13173944	0.214	0.600	0.679	0.905
chr19,2896518,2896901	0.429	0.775	0.935	0.812
chr19,3244675,3246131	0.529	0.738	0.924	0.768
chr19,43971987,43972465	NA	0.000	0.400	0.500
chr19,40447019,40449644	0.411	0.444	0.098	0.121
chr19,5825328,5825644	0.955	1.000	1.000	0.675
chr19,15691467,15692751	0.667	0.500	0.825	0.614
chr19,39330318,39330775	0.941	0.500	1.000	0.760
chr19,21289367,21289793	NA	0.923	0.867	0.000
chr19,46416562,46416764	0.600	0.429	0.326	0.684
chr19,50676535,50676828	0.233	NA	0.765	0.955
chr19,17064986,17065891	0.738	0.533	0.605	0.120
chr19,1514423,1514661	0.710	0.974	0.864	1.000
chr19,12931983,12933233	0.789	0.929	0.932	0.250
chr19,2629826,2633352	0.728	0.893	0.803	0.364
chr19,3890447,3890921	0.857	1.000	0.759	0.277
chr19,48970237,48970632	1.000	0.633	0.250	1.000
chr19,4309852,4310767	0.985	0.972	0.881	0.800
chr19,8067323,8068140	0.179	0.028	0.228	0.554
chr19,1201108,1201244	0.605	NA	NA	1.000
chr19,36348307,36349373	0.712	NA	0.921	0.833
chr19,47234735,47235120	0.118	0.417	0.296	0.000
chr19,52022840,52025936	0.818	0.660	0.784	0.500
chr19,49088784,49089993	0.744	0.826	0.912	0.615
chr19,30516741,30518765	0.528	0.800	0.446	1.000
chr19,20269272,20270726	0.915	1.000	0.794	0.553
chr19,48362622,48364347	0.881	0.231	0.409	0.300
chr19,47428292,47428783	0.100	NA	0.457	0.000
chr19,58708524,58708728	NA	1.000	NA	0.607
chr19,8764734,8765093	0.875	0.529	0.481	0.148
chr19,22903633,22904888	0.806	NA	0.500	1.000
chr19,37569601,37569923	0.382	0.000	NA	0.032
chr19,51893647,51894616	0.153	0.545	0.456	0.262
chr19,47643215,47643354	1.000	0.900	1.000	0.500
chr19,43974464,43974872	0.965	0.091	0.609	0.750
chr19,28886254,28888548	0.750	0.806	0.876	0.938
chr19,48229255,48229405	0.559	0.966	0.519	NA
chr19,17909087,17909732	0.862	NA	0.284	1.000
chr19,13827334,13828020	0.886	0.455	0.857	0.980
chr19,20243321,20244439	0.071	0.950	0.821	0.795
chr19,37303811,37304076	1.000	0.882	1.000	0.415
chr19,54578919,54579215	0.500	NA	0.417	0.796
chr19,41722026,41723504	0.865	0.871	0.984	0.889
chr19,4550855,4551003	NA	0.923	0.743	1.000
chr19,39986256,39986877	0.227	0.797	0.274	1.000
chr19,36151990,36152988	0.698	0.891	0.933	NA
chr19,50096069,50096452	0.000	0.207	0.030	0.000
chr19,38621557,38621876	1.000	1.000	0.795	0.944
chr19,29793185,29794051	0.612	0.765	0.515	0.941
chr19,13204377,13206480	0.110	0.568	0.242	0.179
chr19,36406733,36407244	0.944	NA	0.500	0.833
chr19,49312278,49312515	NA	NA	1.000	0.619
chr19,14732951,14734888	0.444	0.333	0.925	0.750
chr19,53845890,53846051	0.583	1.000	NA	NA
chr19,10120547,10120911	0.241	0.170	0.341	0.000
chr19,7785457,7785727	0.917	NA	NA	0.125
chr19,1017127,1017789	0.325	0.895	0.788	0.932
chr19,36124781,36126572	0.885	0.936	0.943	0.509
chr19,41966359,41966839	0.197	0.741	NA	0.800
chr19,5512364,5513644	0.733	0.792	0.818	0.588
chr19,17647723,17648085	0.889	1.000	NA	0.000
chr19,43094276,43094472	NA	NA	0.429	1.000
chr19,7554930,7555060	0.667	NA	1.000	NA
chr19,55748790,55748921	1.000	1.000	0.938	0.865
chr19,46922276,46922620	1.000	0.955	0.892	0.286
chr19,3278404,3278995	0.963	0.821	0.992	1.000
chr19,10631414,10632457	0.844	0.940	0.791	0.558
chr19,7892892,7893060	0.971	0.878	0.942	0.976
chr19,50433065,50433835	0.381	0.184	0.093	0.000
chr19,2948163,2948515	0.893	0.897	0.882	0.218
chr19,734808,734904	0.992	0.700	NA	NA
chr19,45819682,45820221	0.739	0.944	0.889	0.438
chr19,6577256,6578073	0.733	0.474	0.111	0.852
chr19,717307,717462	0.907	NA	0.500	1.000
chr19,52242800,52245521	0.870	0.720	0.770	0.115
chr19,5326471,5327030	0.567	0.782	0.467	0.460
chr19,5754126,5755342	0.831	0.185	0.816	NA
chr19,2653791,2653944	1.000	0.333	0.545	0.867
chr19,24355728,24356596	NA	0.929	0.968	0.167
chr19,15902523,15904031	0.630	0.600	0.921	0.452
chr19,12156983,12158332	0.894	0.333	0.238	0.727
chr19,12907238,12907703	0.000	0.133	0.383	NA
chr19,17984419,17984789	0.031	NA	0.233	NA
chr19,3209427,3209877	0.722	NA	0.900	0.391
chr19,793229,793420	NA	0.714	0.186	1.000
chr19,35591640,35592163	0.706	NA	0.947	0.500
chr19,3748667,3749483	0.938	NA	0.773	0.462
chr19,20955123,20958194	0.968	0.914	0.969	0.675
chr19,2264347,2264905	0.312	0.077	0.000	NA
chr19,30480474,30481727	0.889	1.000	1.000	0.714
chr19,607422,607603	0.162	NA	0.636	NA
chr19,43708663,43711063	0.444	1.000	0.611	0.833
chr19,19655885,19656323	0.882	0.810	0.946	0.350
chr19,5696187,5696483	0.818	NA	1.000	0.700
chr19,13880038,13880664	0.964	0.579	0.933	0.812
chr19,28510286,28510515	1.000	NA	0.667	NA
chr19,52880007,52880780	0.254	0.793	1.000	1.000
chr19,31843896,31844431	0.158	0.226	0.073	0.000
chr19,17185338,17185797	0.328	0.821	0.500	0.214
chr19,49464818,49465363	0.978	0.605	0.833	0.692
chr19,34812443,34812581	NA	1.000	0.636	NA
chr19,47893015,47894604	0.948	0.787	0.800	0.714
chr19,8883445,8889077	NA	0.562	0.769	1.000
chr19,1687318,1688415	0.402	0.491	0.822	0.375
chr19,45431569,45433007	0.962	0.931	0.953	0.618
chr19,50642414,50643419	0.989	NA	0.673	NA
chr19,29019054,29022238	0.947	0.947	0.683	0.740
chr19,34377656,34378654	0.885	0.571	0.875	0.241
chr19,23350793,23351104	NA	0.000	NA	0.375
chr19,53861101,53861330	NA	NA	0.600	0.938
chr19,40363507,40364477	0.912	NA	0.977	0.739
chr19,32976926,32977057	NA	1.000	0.941	0.000
chr19,49285455,49286006	0.436	0.111	0.000	0.231
chr19,57586022,57587189	0.923	0.833	0.671	0.630
chr19,23839620,23841030	0.750	0.909	0.794	0.474
chr19,49899570,49899809	0.735	NA	0.484	0.882
chr19,33451439,33452840	0.816	0.767	0.965	1.000
chr19,2520530,2521347	0.946	0.200	0.926	0.820
chr19,23628364,23628750	0.714	1.000	0.952	NA
chr19,53144172,53144616	0.471	0.650	0.909	1.000
chr19,6993586,6993804	0.197	0.571	0.759	0.647
chr19,16436680,16438648	0.544	0.446	0.758	0.101
chr19,42789226,42789622	0.182	0.000	0.458	0.227
chr19,31827167,31827420	0.759	NA	0.926	0.991
chr19,34984074,34984345	0.995	1.000	0.444	0.902
chr19,39521295,39521921	0.531	NA	0.579	1.000
chr19,1579352,1579740	0.911	0.393	0.967	0.947
chr19,46168032,46168173	0.933	0.773	0.500	0.179
chr19,19969078,19969348	0.941	NA	0.811	1.000
chr19,4824596,4825147	0.965	0.957	0.347	0.444
chr19,7401386,7401487	0.917	1.000	0.571	NA
chr19,12899277,12899892	0.133	NA	0.667	NA
chr19,56795272,56795621	1.000	1.000	0.895	1.000
chr19,3259023,3259644	0.900	1.000	0.773	1.000
chr19,56835515,56836716	0.526	0.400	0.818	0.323
chr19,34257885,34258458	0.667	0.917	0.929	0.333
chr19,18077198,18077752	0.250	0.303	0.375	0.854
chr19,38700761,38700942	NA	0.100	0.321	0.111
chr19,56683349,56684205	0.632	0.303	0.805	0.176
chr19,6386253,6386579	0.591	0.909	1.000	NA
chr19,34322247,34324656	0.903	0.875	0.650	0.542
chr19,28459791,28460077	NA	1.000	0.419	1.000
chr19,28804380,28804808	0.667	NA	0.750	0.951
chr19,22585557,22587854	0.940	0.660	0.820	0.920
chr19,48959158,48959244	0.583	NA	NA	1.000
chr19,51593583,51594365	0.836	0.800	0.750	0.148
chr19,21510914,21511320	NA	NA	0.121	0.769
chr19,57250942,57251397	1.000	1.000	0.865	0.720
chr19,12945190,12945448	0.020	NA	0.067	0.235
chr19,33598089,33598911	0.783	0.170	0.795	0.758
chr19,13739867,13740185	0.457	1.000	0.650	0.839
chr19,32588701,32589401	0.958	0.565	0.789	NA
chr19,31224557,31226489	0.866	0.931	0.716	0.661
chr19,14608761,14609445	0.795	0.833	0.852	0.000
chr19,24234651,24235472	0.870	0.375	0.882	0.727
chr19,14272752,14273240	0.993	NA	0.786	0.615
chr19,51614498,51616016	0.727	0.720	0.966	0.485
chr19,47802102,47802868	1.000	0.908	0.944	1.000
chr19,48522816,48522949	0.611	NA	0.889	0.500
chr19,13174309,13174600	1.000	0.711	1.000	0.769
chr19,20950814,20951358	NA	NA	0.944	0.737
chr19,9677093,9677297	0.909	1.000	0.800	1.000
chr19,10762874,10763210	0.909	NA	0.578	1.000
chr19,21805752,21809100	0.890	0.871	0.724	0.731
chr19,3289897,3290599	0.654	NA	0.553	0.026
chr19,5291811,5292955	0.418	0.500	0.102	0.104
chr19,33014941,33015254	0.953	0.938	0.647	0.500
chr19,14800977,14801835	0.329	0.056	0.524	0.071
chr19,48787231,48787779	0.920	NA	0.778	0.077
chr19,13368278,13372102	0.831	0.922	0.887	0.786
chr19,51398269,51399495	0.656	0.438	0.656	0.915
chr19,29091430,29092159	0.833	0.711	0.479	0.600
chr19,16229402,16229782	0.053	0.056	0.143	0.310
chr19,33697913,33698156	0.760	1.000	1.000	NA
chr19,8608419,8609575	0.184	0.238	0.897	0.809
chr19,42273935,42274539	0.794	0.423	0.917	0.704
chr19,7984656,7984923	0.138	NA	0.345	0.000
chr19,54901215,54902246	0.030	0.080	0.071	0.306
chr19,22334478,22336306	1.000	0.889	0.846	0.400
chr19,36280903,36282029	0.803	1.000	0.943	0.556
chr19,31562680,31565287	0.730	0.324	0.230	0.887
chr19,48128839,48130430	0.818	0.933	0.911	0.286
chr19,13570456,13570615	0.742	0.789	0.532	1.000
chr19,4524283,4524658	0.935	0.983	0.980	0.811
chr19,17508530,17509505	0.758	0.909	0.941	0.981
chr19,52306120,52307564	0.441	0.935	0.571	0.250
chr19,9537086,9538771	0.915	0.962	0.642	0.459
chr19,29872454,29873082	0.981	0.522	0.821	0.867
chr19,21599317,21600499	0.786	1.000	0.900	1.000
chr19,47103903,47104203	0.168	NA	0.000	0.000
chr19,49125462,49125910	0.455	NA	0.929	NA
chr19,2290964,2291317	0.103	0.000	0.229	0.109
chr19,4665747,4666317	0.781	0.957	0.947	1.000
chr19,4984501,4985226	0.857	0.980	0.891	NA
chr19,50890444,50891046	0.449	0.297	0.068	0.241
chr19,55140447,55142822	0.729	0.268	0.623	0.125
chr19,35493115,35493555	0.944	0.952	0.960	0.654
chr19,8236788,8239143	0.921	0.743	0.810	0.988
chr19,48502556,48503074	0.109	1.000	0.947	0.900
chr19,58799975,58800689	0.962	NA	0.962	0.250
chr19,50421860,50422301	0.800	0.682	NA	0.158
chr19,21327224,21333327	0.976	0.979	0.892	0.808
chr19,11217155,11217970	0.914	0.889	0.962	0.750
chr19,52221809,52222513	0.885	0.700	0.655	0.548
chr19,38674689,38675112	0.865	0.955	0.903	0.100
chr19,32818335,32818614	0.771	0.740	1.000	1.000
chr19,11841287,11842265	0.964	1.000	0.830	1.000
chr19,58785032,58786038	1.000	0.857	0.688	0.640
chr19,55543445,55543675	0.902	1.000	0.875	0.633
chr19,36905303,36906001	1.000	1.000	0.765	0.769
chr19,2046037,2046923	0.891	0.981	0.526	0.489
chr19,50917336,50917716	0.927	NA	0.519	NA
chr19,20199331,20201368	0.886	0.960	0.856	0.625
chr19,35958071,35958561	0.912	0.500	1.000	1.000
chr19,6584200,6586142	0.809	0.936	0.892	0.577
chr19,8515526,8516079	1.000	0.769	0.571	NA
chr19,37209313,37209763	NA	0.824	0.941	0.517
chr19,10674994,10675687	0.804	1.000	0.875	1.000
chr19,7089795,7092166	0.978	0.899	0.812	0.904
chr19,49211817,49213270	0.955	0.934	0.951	0.740
chr19,40743855,40744466	0.920	0.912	0.954	0.448
chr19,50922410,50922930	0.754	0.077	0.421	0.455
chr19,796247,796827	0.200	0.091	0.249	0.084
chr19,54495466,54495501	0.938	NA	NA	0.333
chr19,4073253,4073737	0.893	0.967	0.758	1.000
chr19,2419669,2420256	0.667	NA	0.739	1.000
chr19,58454372,58455074	0.886	0.944	0.846	0.482
chr19,41059823,41059986	0.409	0.071	0.417	NA
chr19,16260634,16261799	0.359	0.379	0.471	0.000
chr19,14768154,14768937	1.000	0.980	0.958	0.722
chr19,3821443,3822883	0.171	0.333	0.519	0.078
chr19,32088384,32089537	0.957	0.837	0.585	0.941
chr19,53241160,53241882	0.987	0.929	0.750	1.000
chr19,6406003,6406509	1.000	0.707	0.895	0.789
chr19,45753567,45753691	0.762	0.789	0.176	NA
chr19,9979566,9979836	1.000	NA	0.857	0.474
chr19,8456861,8457355	0.278	0.393	0.140	0.667
chr19,1760219,1760428	0.179	NA	NA	0.000
chr19,3913826,3914015	0.743	1.000	0.900	0.947
chr19,12992985,12994691	0.333	1.000	0.453	0.378
chr19,54876982,54878125	0.514	0.378	0.389	0.641
chr19,8272055,8272248	0.857	NA	NA	0.438
chr19,53228610,53229648	0.949	0.982	0.937	1.000
chr19,9220789,9221198	0.783	0.794	0.960	0.988
chr19,55210382,55211469	0.642	0.094	0.920	0.672
chr19,32493617,32494405	0.538	0.722	0.700	1.000
chr19,18801782,18802773	0.942	0.984	0.980	0.841
chr19,564629,565627	NA	0.875	NA	0.412
chr19,58176249,58176537	0.222	0.357	0.956	0.231
chr19,18217812,18218974	0.625	0.200	0.848	0.677
chr19,53834793,53835318	0.964	NA	NA	0.368
chr19,42530429,42530743	0.895	0.935	1.000	0.778
chr19,15986457,15987284	0.988	NA	0.692	0.571
chr19,32895263,32895645	0.810	1.000	0.933	0.621
chr19,45077250,45078631	0.923	0.653	0.896	0.962
chr19,38275931,38277305	0.913	NA	0.949	0.529
chr19,41297693,41298747	0.545	0.714	0.925	0.048
chr19,3098791,3099405	0.250	0.641	0.096	0.206
chr19,48599786,48600182	0.643	0.895	0.400	1.000
chr19,1816511,1816536	NA	1.000	0.647	NA
chr19,15419310,15419553	0.680	NA	0.833	0.345
chr19,3622232,3622431	NA	1.000	0.286	NA
chr19,12637686,12638405	0.778	1.000	1.000	1.000
chr19,36308458,36308560	0.800	0.538	1.000	NA
chr19,7182632,7183626	0.204	0.575	0.083	0.192
chr19,36627515,36628095	0.872	1.000	0.844	0.541
chr19,57837570,57837872	0.794	NA	1.000	1.000
chr19,56909444,56909790	0.667	NA	0.976	0.824
chr19,31078328,31079008	0.636	1.000	0.857	0.400
chr19,44019972,44020078	1.000	1.000	0.789	1.000
chr19,13318234,13318312	0.650	0.923	NA	1.000
chr19,4946065,4946093	NA	0.929	NA	0.538
chr19,15458332,15458999	0.926	0.968	1.000	0.857
chr19,48550771,48552833	0.735	0.836	0.920	0.899
chr19,2961831,2961964	0.500	NA	0.000	NA
chr19,49920856,49921714	0.324	NA	0.357	0.745
chr19,49105130,49106329	0.725	0.357	0.812	0.512
chr19,2718045,2718170	0.333	NA	0.533	1.000
chr19,37973820,37974954	1.000	0.472	0.969	0.718
chr19,58281355,58281796	0.421	NA	0.172	0.007
chr19,3649818,3649971	0.953	0.444	0.178	NA
chr19,54709928,54710545	0.730	1.000	0.827	0.882
chr19,50100485,50100537	NA	NA	1.000	0.308
chr19,42347485,42347938	0.382	0.500	0.978	NA
chr19,19456080,19456238	1.000	NA	1.000	0.520
chr19,40407242,40409059	0.968	0.840	0.981	1.000
chr19,7291358,7291583	0.238	0.000	0.684	0.882
chr19,17191185,17192087	0.938	0.915	0.500	0.667
chr19,14116938,14117802	0.000	0.052	0.019	0.000
chr19,49810275,49810629	0.750	0.944	0.536	NA
chr19,48826237,48826673	0.727	0.977	0.636	NA
chr19,52192084,52192903	0.212	0.036	0.208	0.370
chr19,54084368,54084655	0.500	NA	0.800	1.000
chr19,11697253,11699895	0.320	0.607	0.488	0.125
chr19,2432148,2432449	1.000	1.000	0.455	1.000
chr19,41667946,41668786	0.647	0.933	0.938	1.000
chr19,57754384,57755829	0.937	0.882	0.853	0.449
chr19,10172464,10173335	0.664	0.207	0.508	0.119
chr19,43742019,43750715	0.698	0.966	0.830	0.714
chr19,32722059,32722365	0.591	0.833	0.667	1.000
chr19,13769556,13771257	0.778	0.854	0.918	1.000
chr19,20065793,20066440	0.346	0.982	0.558	0.459
chr19,58317052,58317151	0.867	1.000	0.917	0.700
chr19,47941381,47943298	0.642	0.738	0.840	0.320
chr19,51349087,51351596	0.757	0.740	0.909	0.639
chr19,36604586,36604925	0.762	0.812	0.875	0.500
chr19,16348565,16348966	0.606	0.500	0.289	0.224
chr19,10065144,10066319	0.738	0.739	0.995	0.815
chr19,13810792,13812667	0.919	0.702	0.820	0.867
chr19,23407069,23407750	0.862	NA	0.850	0.238
chr19,15988966,15989223	0.960	NA	0.611	0.679
chr19,4303644,4304357	0.667	0.405	0.964	0.474
chr19,39671145,39671566	1.000	0.955	0.792	1.000
chr19,14929537,14929825	0.931	1.000	0.839	0.290
chr19,33940365,33941795	0.938	0.848	0.951	0.813
chr19,13994297,13994602	0.929	0.478	0.800	0.724
chr19,14419155,14421337	0.823	0.456	0.695	0.188
chr19,8821979,8826435	0.832	0.750	0.917	0.679
chr19,2685951,2686217	NA	1.000	0.929	0.167
chr19,52124633,52125882	0.912	0.862	0.719	0.667
chr19,5880073,5880111	NA	NA	0.667	0.000
chr19,39106755,39107556	0.811	0.938	0.960	0.538
chr19,4906458,4906914	0.789	0.900	0.528	NA
chr19,35759840,35760464	0.150	0.063	0.066	0.048
chr19,14387122,14387742	0.778	1.000	0.840	0.657
chr19,15461813,15462071	0.758	1.000	NA	NA
chr19,58828673,58829951	0.927	0.900	0.533	0.271
chr19,46983264,46983714	0.710	0.806	0.886	0.300
chr19,1366127,1366275	0.800	1.000	0.911	1.000
chr19,21043426,21044401	0.719	0.565	0.914	1.000
chr19,5761406,5762112	0.632	1.000	0.615	0.400
chr19,40639839,40641461	0.846	0.839	0.769	0.407
chr19,58840528,58840849	0.409	NA	0.583	1.000
chr19,41427126,41429432	0.809	0.875	0.913	0.491
chr19,12935752,12936563	0.204	0.078	0.368	0.358
chr19,45859994,45860790	0.912	0.944	0.973	0.703
chr19,8146693,8147878	0.946	0.833	0.767	0.580
chr19,29737380,29738767	0.848	0.981	0.826	0.587
chr19,401935,402440	0.654	0.794	0.541	NA
chr19,10453085,10453524	0.903	0.560	1.000	1.000
chr19,20273826,20275276	0.112	0.962	0.800	0.750
chr19,38775550,38776808	0.831	0.921	0.939	0.517
chr19,58534430,58534623	1.000	NA	0.192	NA
chr19,33959171,33960324	0.969	0.962	0.821	0.035
chr19,49888845,49890002	0.516	0.588	0.739	0.512
chr19,20059706,20060285	0.235	1.000	0.341	0.775
chr19,2861952,2862341	0.871	NA	NA	0.222
chr19,42901226,42901373	0.428	NA	0.087	NA
chr19,18700551,18701748	0.369	0.554	0.648	0.726
chr19,11498705,11499119	0.905	0.938	0.656	NA
chr19,5737790,5738314	0.818	0.737	0.970	NA
chr19,12970261,12970756	NA	0.476	0.944	1.000
chr19,12879482,12879577	0.969	1.000	0.684	1.000
chr19,54944554,54945172	1.000	1.000	0.815	NA
chr19,4139847,4141293	0.433	0.058	0.475	0.269
chr19,22047690,22050287	0.917	1.000	0.190	NA
chr19,2111621,2112169	0.692	0.951	0.991	0.773
chr19,45296465,45296892	0.891	0.955	0.623	0.880
chr19,5492556,5492901	0.058	0.000	0.000	0.188
chr19,29982701,29983203	0.353	0.077	NA	0.913
chr19,49271366,49273089	0.717	0.558	0.410	0.240
chr19,11131641,11131995	0.500	0.968	0.900	1.000
chr19,24485232,24485786	0.267	0.312	0.744	0.793
chr19,2673988,2675466	0.530	0.571	0.702	0.858
chr19,50289249,50290127	0.636	NA	0.943	1.000
chr19,5557222,5557742	0.733	NA	0.438	0.304
chr19,38569786,38571535	0.931	1.000	0.970	1.000
chr19,17220232,17221322	0.308	0.136	0.346	0.565
chr19,43820872,43821119	0.824	1.000	0.977	1.000
chr19,18365485,18366879	0.310	0.237	0.455	0.677
chr19,16530648,16531316	0.433	0.548	0.528	1.000
chr19,54454792,54455419	0.385	0.194	0.407	0.113
chr19,5464058,5469303	0.707	0.813	0.831	0.750
chr19,7271226,7272184	0.765	0.915	0.633	0.881
chr19,33063591,33063968	0.526	1.000	NA	0.000
chr19,43641589,43647976	0.368	0.935	0.769	0.586
chr19,28842544,28844316	0.794	0.568	0.773	0.902
chr19,56092994,56093526	0.592	0.520	0.545	0.039
chr19,52068328,52071147	0.605	0.361	0.657	0.394
chr19,3145426,3146596	0.571	0.857	0.319	0.138
chr19,48477886,48478773	0.648	0.789	0.593	0.955
chr19,30087430,30088378	0.207	0.574	0.242	0.771
chr19,44645791,44646659	0.067	0.315	0.159	0.020
